start	end	text
1056260	1056480	mais
1056480	1058420	les mecs ont voulu être là
1058420	1059780	en prenant des risques
1059780	1061580	tu vois qu'ils connaissaient
1061580	1063780	pour aller regarder un écran sous l'eau
1063780	1065420	il n'y a même pas de hublot
1065420	1066520	donc tu regardes un écran
1066520	1067460	ce qui est
1067460	1068740	c'est débile
1068740	1069600	est-ce que tu crois
1069600	1069900	qu'ils ont
1069900	1070220	tu vois
1070220	1071260	500 Syriens
1071260	1072980	qui traversent la Méditerranée
1072980	1074020	avec des enfants
1074020	1074760	et des nourrissons
1074760	1076140	pour fuir la misère
1076140	1076380	c'est
1076380	1076980	bon
1076980	1078160	non mais on n'est pas obligé
1078160	1079520	de les comparer
1079520	1080160	mais par rapport
1080160	1081100	à un mort
1081100	1082300	de la vie
1082300	1083460	genre
1083460	1085340	je m'étouffe
1085340	1086300	avec un bretzel
1086300	1086860	pas moi
1086860	1087180	mais
1087180	1088860	dans la Sarthe
1088860	1090080	un homme de 47 ans
1090080	1090480	s'étouffait
1090480	1090980	avec un bretzel
1090980	1093460	ça te rend plus triste
1093460	1094180	bah ouais
1094180	1095140	en tant que Sartois
1095140	1095840	c'est vrai que ça fait
1095840	1096720	un petit pincement au coeur
1096720	1098900	ça fait un petit quai de choses
1098900	1099580	bon allez
1099580	1101200	je vais tout de suite enchaîner
1101200	1102340	en parlant de Sarthe
1102340	1103180	est-ce que tu as entendu parler
1103180	1105620	du Gang des Riettes ?
1105620	1106100	pas du tout
1106100	1107500	alors tu tapes Gang des Riettes
1107500	1108440	tout de suite sur Google Clément
1108440	1109580	immédiatement
1109580	1111180	j'étais sûr que tu allais être prêt
1111180	1113120	attends je peux t'envoyer
1113120	1113700	même un lien
1113700	1115080	j'y suis
1115080	1115400	j'y suis
1115400	1116800	non mais on a une discussion
1116800	1119220	le Gang des Riettes
1119220	1120780	s'attaque aux producteurs de Cochonnais
1120780	1122020	un mystérieux Gang
1122020	1123120	terrorise
1123120	1123780	attends vas-y
1123780	1124080	lis
1124080	1126140	il était très bien écrit
1126140	1126720	dans mon article
1126720	1128500	de 7 sur 7.be
1128500	1129500	dans la discussion
1129500	1130080	je suis dessus
1130080	1130620	je suis dessus
1130620	1131600	ah c'est celui-là ?
1131600	1132380	alors lis-le-nous
1132380	1132760	à voix haute
1132760	1133280	Hubert Musique
1133280	1135300	dans la Sarthe
1135300	1136620	un mystérieux Gang des Riettes
1136620	1137540	terrorise les producteurs
1137540	1138540	de cette spécialité
1138540	1139980	un gang s'évident
1139980	1140460	la Sarthe
1140460	1141740	rapporte plusieurs médias français
1141740	1142680	depuis une dizaine de jours
1142680	1143160	les Riettes
1143160	1144340	spécialité sartoise
1144340	1146540	attirent la convoitise
1146540	1147660	de personnes mal intentionnées
1147660	1148460	visiblement en manque
1148460	1149240	de Cochonnais
1149240	1150280	dans ce département
1150280	1151200	du nord-ouest de la France
1151200	1152320	plusieurs distributeurs
1152320	1153560	automatiques réfrigérés
1153560	1154940	déjà première chose
1154940	1156360	il y a des distributeurs
1156360	1157180	automatiques réfrigérés
1157180	1157560	de Riettes
1157560	1158960	installés par des producteurs
1158960	1159540	ou des charcutiers
1159540	1160540	ont été dévalisés
1160540	1162060	trois distributeurs
1162060	1162660	ont été attaqués
1162660	1163260	en pleine nuit
1163260	1163940	à Solème
1163940	1164620	le 27 mai
1164620	1165260	Saint-Jean-de-la-Motte
1165260	1165800	le 1er juin
1165800	1166460	et Saint-Vincent
1166460	1167040	du Lorouer
1167040	1168160	cinq jours plus tard
1168160	1169760	les auteurs ont emporté
1169760	1170560	des pots de Riettes
1170560	1171280	par dizaines
1171280	1173300	et d'autres spécialités gourmandes
1173300	1174600	à Saint-Jean-de-la-Motte
1174600	1175560	les caméras de surveillance
1175560	1176720	installées par le producteur
1176720	1177880	Thomas Ouvrard ont filmé
1177880	1179120	deux personnes cagoulées
1179120	1181120	dont une frappant la machine
1181120	1181740	au marteau
1181740	1183700	pendant sept minutes
1183700	1186100	ensuite le second
1186100	1187200	elles vont sortir les Riettes
1187200	1188960	elles vont sortir ou quoi ?
1188960	1190140	de défoncer les casiers
1190140	1191320	avec un pied de biche
1191320	1192340	et un tournevis
1192340	1193980	il a réussi à ouvrir
1193980	1195140	quelques fromages
1195140	1197080	à démaner l'agriculteur
1197080	1198520	c'est la quatrième fois
1198520	1199340	qu'il est vandalisé
1199340	1199840	en un an
1199840	1201780	des plaintes ont été déposées
1201780	1202360	et à ce jour
1202360	1203420	le gang des Riettes
1203420	1204460	court toujours
1204460	1205860	alors
1205860	1207860	il y a beaucoup d'infos
1207860	1209480	il y a beaucoup d'infos
1209480	1210760	le pied de biche
1210760	1211760	le fait que ça soit
1211760	1212340	donc toi
1212340	1214440	comme pour les journalistes
1214440	1216360	la piste du gang
1216360	1218180	est soutenue
1218180	1219400	tu ne crois pas
1219400	1220540	à plusieurs actions
1220540	1221020	en différé
1221020	1221860	non
1221860	1222780	c'est un gang
1222780	1223460	ils sont organisés
1223460	1224020	c'est un gang
1224020	1224760	ils sont organisés
1224760	1225460	ils savaient très bien
1225460	1226020	ce qu'ils faisaient
1226020	1226660	en frappant
1226660	1228180	ces trois endroits clés
1228180	1228940	du distributeur
1228940	1229820	de Riettes en Sarthe
1229820	1230820	Solème, Saint-Jean-de-la-Motte
1230820	1231720	Saint-Vincent-du-Laurouère
1231720	1233220	connaissaient très bien
1233220	1233620	les lieux
1233620	1234620	après
1234620	1236240	attention
1236240	1237920	attention à ne pas juger
1237920	1238760	trop vite
1238760	1240280	le gang des Riettes
1240280	1241860	oui peut-être qu'ils avaient
1241860	1242940	juste un excédent de pain
1242940	1244120	pourquoi ?
1244120	1245240	parce que quand il te reste du pain
1245240	1245840	voilà
1245840	1247020	tu reprends des Riettes
1247020	1247800	quand il te reste des Riettes
1247800	1248320	tu reprends du pain
1248320	1248940	et surtout
1248940	1249960	si comptait qu'ils aient
1249960	1251240	du cornichon
1251240	1252720	non mais voilà
1252720	1253920	un moment pain cornichon
1253920	1255180	qu'est-ce que tu fais ?
1255180	1256320	non mais s'il n'y a pas de Riettes
1256320	1257080	de toute façon
1257080	1258560	la Riette devrait être accessible
1258560	1259960	à n'importe quand
1259960	1261260	et les distributeurs
1261260	1261840	peuvent devenir
1261840	1262560	des distributeurs
1262560	1263160	d'urgence
1263160	1264400	en revanche
1264400	1265220	ce que je voulais dire
1265220	1265940	c'est que peut-être
1265940	1266620	que derrière
1266620	1267560	ce gang
1267560	1269040	ce qui se cache
1269040	1270240	aujourd'hui
1270240	1271040	dans beaucoup de vols
1271040	1271880	dans les supermarchés
1271880	1273760	l'inflation
1273760	1275800	la difficulté
1275800	1277140	à nourrir sa famille
1277140	1278020	à terminer les mois
1278020	1278500	et donc
1278500	1279580	évidemment
1279580	1280880	que derrière
1280880	1281480	ça engendre
1281480	1282440	des attaques
1282440	1283120	aux pieds de biche
1283120	1285780	sur des distributeurs
1285780	1286100	de Riettes
1286100	1286580	voilà c'est tout
1286580	1287560	est-ce que la bonne nouvelle
1287560	1288060	de ce vol
1288060	1289760	la seule bonne nouvelle
1289760	1291060	ce ne serait pas
1291060	1291300	c'est qu'il existe
1291300	1292460	des distributeurs de Riettes
1292460	1292840	déjà
1292840	1293880	et aussi
1293880	1294960	que pour une fois
1294960	1296140	ça va être très très dur
1296140	1296900	pour Eric Zemmour
1296900	1297400	de mettre ce vol
1297400	1298420	sur le dos des Arabes
1298420	1299040	là vraiment
1299040	1300480	je pense que là
1300480	1302800	ils vont bien trouver
1302800	1303800	ils vont trouver un truc
1303800	1305380	là franchement
1305380	1306360	c'est sa meilleure enquête
1306360	1307300	tu sais qu'à chaque fois
1307300	1307880	c'est son métier
1307880	1308840	que lui
1308840	1309720	quand il doit relier
1309720	1310580	un truc aux Arabes
1310580	1311340	c'est un film
1311340	1312020	de David Fincher
1312020	1312540	il y a des fils
1312540	1313720	rouges et tout
1313720	1314680	le polar incroyable
1314680	1315080	tu sais
1315080	1315720	il faut qu'il retrouve
1315720	1316600	je vais pouvoir faire
1316600	1318600	mais c'est impossible
1318600	1319980	c'est impossible
1319980	1320800	enfin
1320800	1322300	bande annonce
1322300	1323200	il y a quelque chose
1323200	1323880	qui clochait
1323880	1325600	dans cette affaire
1325600	1325940	Hubert
1325940	1327020	musique de bande annonce
1327020	1330880	cet été
1330880	1331860	retrouvé
1331860	1332640	en salle
1332640	1334000	l'affaire
1334000	1335940	du gang des Riettes
1335940	1337020	alors monsieur Zemmour
1337020	1337660	vous avez toujours
1337660	1338180	approché
1338180	1339480	les vols aux musulmans
1339480	1340400	est-ce que pour vous
1340400	1340980	cette histoire
1340980	1341700	de gang des Riettes
1341700	1343480	c'est les musulmans ?
1343480	1343600	comment
1343600	1344300	quelque chose
1344300	1345000	clochée
1345000	1347340	comment allait-il faire
1347340	1348360	mais enfin
1348360	1349620	c'est pas possible
1349620	1351120	j'ai toujours réussi
1351120	1351800	à rapprocher ça
1351800	1352380	des Arabes
1352380	1352680	toujours
1352680	1353520	tu le vois
1353520	1354400	qui regarde par la fenêtre
1354400	1355400	avec un verre de whisky
1355400	1355740	tu sais
1355740	1356620	la main sur la fenêtre
1356620	1359520	mais tu sais que
1359520	1360200	quand il y a eu
1360200	1361520	cette attaque tragique
1361520	1363260	à Annecy
1363260	1364480	et que le gars
1364480	1365080	était chrétien
1365080	1365880	et que le mec
1365880	1366540	était chrétien
1366540	1368060	mais j'ai vu des gars
1368060	1368880	genre Jean Messia
1368880	1369440	sur Twitter
1369440	1369920	c'était
1369920	1371180	tu sens que ça mouline
1371180	1372300	tu vois les petits rouages
1372300	1372700	qui tournent
1372700	1373660	genre oui mais il a une barbe
1373660	1374200	oui mais attendez
1374200	1375120	son turban est vert
1375120	1375800	le vert c'est la couleur
1375800	1376380	de l'islam
1376380	1378060	les mecs lui disent
1378060	1379040	oui mais il a littéralement
1379040	1379880	le même nom de famille
1379880	1380300	que toi
1380300	1381760	qui parle de Jésus-Christ
1381760	1382500	il fait ouais
1382500	1383280	non non mais attendez
1383280	1384140	c'est complètement
1384140	1384580	et là
1384580	1385660	évidemment complot
1385660	1386700	face flag
1386700	1387580	fausse attaque
1387580	1388900	pour faire blâmer
1388900	1389380	les chrétiens
1389380	1389960	et alors là bon
1389960	1390500	c'était fini
1390500	1391760	fin de l'enquête
1391760	1392440	ouais ouais
1392440	1393300	il y a toujours ça
1393300	1393720	mais quand même
1393720	1394600	le gang des rillettes
1394600	1396240	bon c'est vrai
1396240	1396860	qu'on n'est pas
1396860	1398300	incroyable histoire
1398300	1400560	le nom est fabuleux
1400560	1401740	moi je suis très déçu
1401740	1402500	parce que
1402500	1403360	à l'affaire Téberna
1403360	1404580	il n'y a pas
1404580	1405200	de distributeur
1405200	1405940	à ma connaissance
1405940	1406420	de rillettes
1406420	1408300	on va chez le boucher
1408300	1408800	charcutier
1408800	1409360	en même temps
1409360	1410580	c'est pas votre voisin
1410580	1412340	c'est pas chez l'habitant
1412340	1412560	quoi
1412560	1413320	ce que normalement
1413320	1413760	franchement
1413760	1415320	je connais pas tant que ça
1415320	1415600	là ça
1415600	1417020	mais si je suis un bon gars
1417020	1417820	tu vois un beau gars
1417820	1418620	qui aime bien manger
1418620	1419000	tu vois
1419000	1419600	bon voilà
1419600	1421560	j'ai travaillé l'échange
1421560	1421960	et hop
1421960	1422980	j'arrive le soir
1422980	1423400	hop
1423400	1424580	putain maman
1424580	1425120	oublié les rillettes
1425120	1425640	il n'y a pas de rillettes
1425640	1427380	bon si je vais
1427380	1428580	taper chez le voisin
1428580	1428860	et je dis
1428860	1429280	t'en trouve
1429280	1430940	normalement
1430940	1431620	le gars dépanne
1431620	1432160	d'un pot de rillettes
1432160	1432620	non ?
1432620	1433140	sachant que
1433140	1434420	on parle de pot de rillettes
1434420	1435140	entre guillemets
1435140	1435520	indus
1435520	1437060	mais si t'es bien installé
1437060	1437840	dans ta communauté
1437840	1439380	soit c'est toi
1439380	1440360	soit c'est ton voisin
1440360	1441300	il les fait lui-même
1441300	1442320	d'accord
1442320	1443520	pas forcément pur porc
1443520	1444160	il y a peut-être un peu
1444160	1445280	ce qu'on avait mangé ensemble
1445280	1446280	il y a un peu de chevreuil
1446280	1447100	il y a un peu de sanglier
1447100	1448620	un peu de chevrotine
1448620	1449200	il y a du pâté
1449200	1450420	un peu de chevrotine également
1450420	1451600	mais il est possible
1451600	1452180	qu'il fasse aussi
1452180	1452980	ses propres rillettes
1452980	1454060	et ça c'est autre chose
1454060	1455440	et là ça serait autre chose
1455440	1456440	ça m'a donné faim
1456440	1457700	toi t'as mangé avant d'enregistrer
1457700	1458140	t'es malin
1458140	1458960	moi j'ai pas mangé
1458960	1460560	j'ai bien envie de
1460560	1462240	je mange pas mal en ce moment
1462240	1463120	j'ai fait un meal prep
1463120	1463400	en plus
1463400	1464460	j'ai dû cuire
1464460	1466380	1,5 kg de blanc de poulet
1466380	1468320	tu manges pas mal
1468320	1468660	ça veut dire
1468660	1469280	tu manges bien
1469280	1470360	ou tu manges beaucoup ?
1470360	1471540	non je mange beaucoup
1471540	1472140	mais bien
1472140	1472900	en ce moment
1472900	1473840	je fais le bromile
1473840	1475540	donc tu prends l'assiette
1475540	1476360	moitié légumes
1476360	1478880	un quart féculents complet
1478880	1482180	un quart viande blanche
1482180	1483520	ou poisson pas trop gras
1483520	1484000	c'est bien ça
1484000	1485080	et franchement
1485080	1486060	ce régime là
1486060	1487140	est pas trop dur à tenir
1487140	1488480	c'est socialement que c'est dur
1488480	1489400	mais tant que t'es chez toi
1489400	1491220	c'est vrai qu'à la fin
1491220	1491740	t'as jamais faim
1491740	1493420	pourquoi c'est dur socialement ?
1493420	1494440	parce que pas de burger frites
1494440	1495240	ou des choses comme ça ?
1495240	1497580	dans les restos
1497580	1498080	c'est compliqué
1498080	1499880	de demander ce ratio là
1499880	1500660	et puis c'est compliqué
1500660	1501320	qu'ils aient du
1501320	1501660	tu vois
1501660	1502580	ils essaient de rendre ça bon
1502580	1503360	donc il y a du beurre
1503360	1504260	il est dur
1504260	1505260	mais par contre
1505260	1506480	avec tous les trucs de fitness
1506480	1506780	et tout
1506780	1507220	je comprends pas
1507220	1508460	qu'un truc genre bromile
1508460	1509240	ça soit pas
1509240	1510140	je suis d'accord
1510140	1510560	putain
1510560	1511080	mais je suis d'accord
1511080	1512060	je sais que j'ai regardé
1512060	1512560	à un moment
1512560	1513200	pour me dire
1513200	1514000	qu'il y avait peut-être
1514000	1515880	alors ça existe en livraison
1515880	1518100	ça existe dans les salles aussi
1518100	1518740	aux Etats-Unis
1518740	1520060	ils t'en vendaient à 7 dollars
1520060	1521000	et le bromile quoi
1521000	1521360	c'était
1521360	1522800	quart brocoli
1522800	1523200	riz
1523200	1524060	poulet
1524060	1525460	tu sais les trucs de régime
1525460	1526180	de vieille là
1526180	1527440	white white shirts
1527440	1528500	ouais voilà
1528500	1530100	et ben là ça existe aussi
1530100	1530720	pour les mecs
1530720	1531340	qui veulent prendre
1531340	1532120	ou perdre du poids
1532120	1532500	et
1532500	1533780	c'est des trucs
1533780	1534620	qui coûtent un peu cher
1534620	1535380	mais qui t'envoient
1535380	1536840	ton ratio de prot
1536840	1537560	tu vois
1537560	1537940	au mois
1537940	1538460	à la semaine
1538460	1539340	mais
1539340	1540320	mais ouais non
1540320	1541380	il faudrait des vrais restos comme ça
1541380	1542000	on pourrait monter
1542000	1542580	cette franchise
1542580	1543840	et alors vous
1543840	1544840	votre transformation physique
1544840	1545340	comment ça se passe
1545340	1546180	vous suivez un programme
1546180	1547400	vous avez votre propre salle
1547400	1548260	vous allez à la salle
1548260	1549340	c'est que des haltères
1549340	1551200	c'est que chez moi
1551200	1552340	vous avez un banc
1552340	1554080	j'ai pas de banc
1554080	1555480	et quand j'aurai de la plage
1555480	1555980	j'aurai un banc
1555980	1557080	c'est vrai que c'est ce qui manque un peu
1557080	1558940	notamment pour les exercices de PEC
1558940	1560260	vous faites du développé couché
1560260	1561860	vous faites juste avec deux haltères
1561860	1563500	vous avez pas une grosse barre
1563500	1564020	non
1564020	1565200	j'ai deux haltères
1565200	1566140	avec des poids
1566140	1567720	interchangeables
1567720	1568940	et donc évolutifs
1568940	1569500	ah oui
1569500	1570720	mon grand frère il a ça
1570720	1571540	le truc tu tournes
1571540	1572040	et comme ça
1572040	1573200	ah non moi j'ai pas ça
1573200	1574580	je suis obligé de l'échanger à chaque fois
1574580	1575360	ce qui est un peu relou
1575360	1576940	et ce truc là est génial
1576940	1577740	bah ouais
1577740	1578680	ce truc là est génial
1578680	1579740	et j'aurais dû acheter ça
1579740	1580780	mais voilà
1580780	1582500	donc c'est un peu limité
1582500	1584480	rapport au fait que
1584480	1586100	en termes de poids
1586100	1586860	en termes de place
1586860	1587560	en termes d'exercice
1587560	1587940	c'est limité
1587940	1588600	mais jusqu'à maintenant
1588600	1589240	ça me convient
1589240	1592260	régularité
1592260	1593640	régularité
1593640	1594180	régularité
1594180	1594680	régularité
1594680	1595720	comme pour le podcast
1595720	1596300	c'est un défi
1596300	1596720	tous les deux jours
1596720	1597900	tous les jours
1597900	1598940	sur des exercices différents
1598940	1599820	trois fois par semaine
1599820	1601060	trois fois par semaine
1601060	1602040	alors ça dépend
1602040	1602660	il y a des périodes
1602660	1604220	où je fais des workouts complets
1604220	1605220	tout le corps
1605220	1605980	plusieurs fois semaine
1605980	1607120	soit je divise
1607120	1608360	en partie du corps
1608360	1609660	je vais pas vous cacher
1609660	1610200	que depuis
1610200	1611440	un certain chamboulement
1611440	1612320	dans ma petite vie
1612320	1613200	c'est plus compliqué
1613200	1614360	de faire du sport
1614360	1615660	oui mais c'est aussi
1615660	1616180	pour les petites
1616180	1617060	que vous vous êtes mis en forme
1617060	1617600	vous vous êtes dit
1617600	1618540	les petites arrivent
1618540	1619420	il va falloir que
1619420	1620040	je puisse les porter
1620040	1621180	sans être essoufflé
1621180	1622060	donc voilà
1622060	1623220	je continue
1623220	1625380	j'essaye minimum
1625380	1626140	deux fois semaine
1626140	1626900	souvent trois
1626900	1627940	avec
1627940	1628480	bien
1628480	1630440	on applaudit
1630440	1631280	tous les causticos
1631280	1631820	on applaudit
1631820	1632940	c'est beau ce qu'ils nous font
1632940	1633560	c'est beau
1633560	1634440	et vous alors
1634440	1635180	un peu de sport
1635180	1636420	on parlait d'une girafe
1636420	1637540	on parlait d'un mec
1637540	1638640	c'est vrai
1638640	1639380	maladif
1639380	1640480	la transformation
1640480	1641200	oui oui
1641200	1642280	c'était maladif
1642280	1642960	on était sur
1642960	1645560	on vous a proposé
1645560	1645900	de
1645900	1647180	vous n'êtes pas acteur
1647180	1647680	et pourtant
1647680	1648580	on vous a proposé
1648580	1650060	d'être figurant
1650060	1651320	dans beaucoup de films
1651320	1652260	de seconde guerre mondiale
1652260	1653220	exactement
1653220	1654120	donc bon
1654120	1654460	c'est pas
1654460	1655100	bon c'est du
1655100	1656300	et plus maintenant
1656300	1658380	ce qui prouve
1658380	1659880	que ça a plutôt bien marché
1659880	1660120	comme
1660120	1660920	bravo
1660920	1661940	moi
1661940	1663120	en ce moment
1663120	1664740	c'est la galère
1664740	1666440	je suis à 90
1666440	1667120	j'arrive pas
1667120	1667980	enfin je descends
1667980	1668520	un petit peu
1668520	1669320	mais je
1669320	1671000	j'ai repassé un cap
1671000	1671600	avant mon cap
1671600	1672360	c'était 85
1672360	1672660	maintenant
1672660	1673160	clairement
1673160	1674860	ça dure de descendre
1674860	1675180	mais je
1675180	1676460	mais ça va
1676460	1677220	en fait
1677220	1677860	je
1677860	1678240	je
1678240	1680140	je me mens peut-être
1680140	1681760	mais je sens que
1681760	1682420	parce que je fais quand même
1682420	1683140	beaucoup de sport
1683140	1685100	et je mange mieux
1685100	1685860	donc ça descend
1685860	1686700	mais très doucement
1686700	1687760	mais je sens quand même
1687760	1688860	que mon corps est plus
1688860	1690620	tonif
1690620	1691440	moins mou quoi
1691440	1692260	c'est-à-dire que le poids
1692260	1692760	bouge pas
1692760	1693120	peut-être que ce que
1693120	1694240	ce que tu perds en graisse
1694240	1694980	tu le gagnes en muscles
1694980	1696140	si tu manges beaucoup de protéines
1696140	1696400	et tout
1696400	1697080	peut-être
1697080	1698340	mais pas totalement
1698340	1699440	je fais aussi un peu de la merde
1699440	1699900	mais quand même
1699900	1700680	je me sens moins mou
1700680	1701240	et plus en forme
1701240	1701860	dans tous les cas
1701860	1702920	je suis plus en forme
1702920	1703840	c'est plus facile pour moi
1703840	1704500	de faire des efforts
1704500	1705480	que beaucoup plus
1705480	1705980	d'accord
1705980	1706660	et ah oui
1706660	1707700	c'est ridicule
1707700	1709280	j'ai une corde à sauter
1709280	1710240	sans corde
1710240	1712240	c'est absolument
1712240	1712740	alors expliquez-moi
1712740	1714020	et bien
1714020	1714820	tu prends des petites poignées
1714820	1715900	ouais tu vois ce que c'est
1715900	1716380	tu vois
1716380	1717360	t'as pas vu sur Instagram
1717360	1718140	moi ils me proposent
1718140	1718580	toutes ces merdes
1718580	1719360	je l'ai acheté évidemment
1719360	1720440	ouais je pense
1720440	1721020	ça pourrait me
1721020	1722100	ça pourrait me convenir
1722100	1722780	parce que
1722780	1723520	parce que je suis grand
1723520	1724780	c'est vraiment sympa
1724780	1725740	parce que
1725740	1726740	parce qu'il paraît
1726740	1727840	c'est un exercice de fou
1727840	1728160	à jeun
1728160	1729200	la corde à sauter
1729200	1730720	et que c'est un peu comme
1730720	1731400	moi je me mets du
1731400	1732520	je me mets de la musique
1732520	1733120	qui déménage
1733120	1734540	tu vois du rock qui t'avasse
1734540	1736160	des guitares qui
1736160	1737020	qui vont vis
1737020	1737600	des batteries
1737600	1738800	pas hydermiques
1738800	1739820	et après
1739820	1740480	je
1740480	1742120	jump comme un
1742120	1743120	déglingos
1743120	1744080	sur une chanson
1744080	1744800	de Nirvana
1744800	1746860	en fait c'est vrai
1746860	1747420	que tu t'en fous
1747420	1748300	d'avoir une corde
1748300	1748940	parce que
1748940	1749500	si ton but
1749500	1750680	c'est pas de faire passer
1750680	1751440	la corde
1751440	1752160	c'est juste de sauter
1752160	1752920	pour faire du cardio
1752920	1754120	c'est ça
1754120	1755540	mais il faut quand même
1755540	1756020	du poids
1756020	1756700	il y a quand même
1756700	1757720	du poids sur le truc
1757720	1758400	en fait le truc
1758400	1759060	c'est que tu peux le faire
1759060	1760060	partout aussi
1760060	1761080	mais t'as l'air bête
1761080	1761700	je te cache pas
1761700	1762080	t'as quand même
1762080	1762700	pourquoi
1762700	1764680	pourquoi tu ne sautes pas
1764680	1765520	juste avec
1765520	1766480	deux cuillères
1766480	1766860	dans les mains
1766860	1768380	mais là
1768380	1769580	il y a un vrai effet
1769580	1770040	qui tourne
1770040	1770320	si tu veux
1770320	1771060	il y a une mini
1771060	1772260	ça change quoi
1772260	1772960	ça change quoi
1772960	1773760	je sais pas
1773760	1774580	t'as l'impression de le faire
1774580	1775040	ça marche
1775040	1776260	c'est comme une vapoteuse
1776260	1778480	non mais
1778480	1779200	regarde
1779200	1780380	non mais regarde
1780380	1780860	ce que c'est
1780860	1781800	je vois
1781800	1782800	mais il y en a des électriques
1782800	1783340	qui doivent te dire
1783340	1784480	combien t'as dépensé de calories
1784480	1785380	j'ai ça
1785380	1787620	mais dans les faits
1787620	1788840	si tu mets deux ficelles
1788840	1789540	au bout d'une cuillère
1789540	1790180	c'est pareil non
1790180	1791180	oui mais
1791180	1793700	ne sous-estimons pas
1793700	1794260	à quel point
1794260	1794860	on a l'air con
1794860	1795380	si en plus
1795380	1796220	on a des cuillères
1796220	1797120	avec des fils
1797120	1798140	là je pense
1798140	1799300	qu'on va être à un stade
1799300	1799640	de quoi
1799640	1800420	là c'est quand même
1800420	1801200	bon bref
1801200	1801500	ok
1801500	1803000	non mais c'est stupide
1803000	1803680	attesté
1803680	1804240	attesté
1804240	1804900	j'avoue que
1804900	1805660	je vais me renseigner
1805660	1806400	parce que je comprends pas
1806400	1806900	trop l'intérêt
1806900	1807980	à part ne pas taper
1807980	1808480	dans les lampes
1808480	1809580	avec ta corde
1809580	1810280	on a l'air bête
1810280	1811580	alors passons direct
1811580	1812260	à la rubrique
1812260	1814120	je n'aurai pas du rire
1814120	1814820	vraiment
1814820	1816840	donc alors celle-là
1816840	1817340	va être dure
1817340	1818400	il va falloir que tu sois avec moi
1818400	1819520	on part sur des handicapés
1819520	1820700	on part sur de la vie personnelle
1820700	1821800	je te demande de rester avec moi
1821800	1822100	d'accord
1822100	1823340	ça va être compliqué
1823340	1824600	donc j'essaye de pas rigoler
1824600	1826280	non c'est pas de pas rigoler
1826280	1826720	à mon avis
1826720	1827580	tu vas me juger
1827580	1829000	et dire que je n'aurai pas du rire
1829000	1829440	bon
1829440	1830640	on se m'entendera
1830640	1831520	vas-y je t'écoute
1831520	1832020	alors
1832020	1833460	je suis
1833460	1834800	dans un train
1834800	1835740	déjà
1835740	1837020	c'était pas vraiment
1837020	1837700	vers Marseille
1837700	1838420	mais je tiens à le dire
1838420	1839880	Marseille c'est la cour des miracles
1839880	1840740	vraiment
1840740	1842120	j'ai fait Marseille-Saint-Raphaël
1842120	1843340	4 fois ce mois-ci
1843340	1844340	c'est
1844340	1845580	je vais payer
1845580	1846740	les 70 euros de plus
1846740	1848180	pour faire directement
1848180	1849580	parce que
1849580	1850700	vraiment Marseille
1850700	1851480	c'est la cour des miracles
1851480	1851880	bref
1851880	1853420	je crois que j'étais dans ce coin-là
1853420	1854400	et
1854400	1855520	non je n'étais pas dans ce coin-là
1855520	1855680	d'ailleurs
1855680	1856840	j'étais en Auvergne
1856840	1857880	c'était le lendemain de ma date
1857880	1858600	à la Copé
1858600	1859580	d'ailleurs la tournée
1859580	1860400	s'est très bien passée
1860400	1861040	merci à tous les gens
1861040	1861720	que j'ai vus à Clermont
1861720	1862380	c'était super
1862380	1863320	on en parlera une autre fois
1863320	1863680	bref
1863680	1864780	je vais à Lyon
1864780	1866060	c'est ça
1866060	1866860	c'est un Clermont-Lyon
1866860	1867360	du samedi
1867360	1868740	un petit TER
1868740	1870020	on n'a pas vraiment de place
1870020	1872260	et je commence à entendre
1872260	1874180	et je ne vais pas faire
1874180	1875020	la voix du débile
1875020	1876820	non d'accord
1876820	1877100	mais
1877100	1878200	mais il a la voix
1878200	1878600	voilà
1878600	1879160	partez dans votre
1879160	1880600	quelqu'un qui dit
1880600	1881640	gâteau
1881640	1882820	gâteau
1882820	1884240	gâteau
1884240	1886000	et je ne fais pas la voix
1886000	1886500	c'est important
1886500	1886960	je pourrais
1886960	1887300	non mais
1887300	1888720	c'est bien de ne pas la faire
1888720	1889900	et on rigolerait tous
1889900	1890460	si je la faisais
1890460	1891060	parce que je la fais
1891060	1892060	très bien
1892060	1893280	mais je ne la fais
1893280	1894280	je ne la fais pas
1894280	1897180	et il y a bien une personne
1897180	1898780	qui aurait dû être sous tutelle
1898780	1899560	manifestement
1899560	1901620	une grande personne
1901620	1903000	pas accompagnée donc
1903000	1904300	pas accompagnée
1904300	1905620	métis
1905620	1906380	cheveux bouclés
1906380	1907300	énorme lunette
1907300	1908260	à la Steve Urkel
1908260	1909220	un peu obèse
1909220	1910440	qui propose
1910440	1912100	à chaque passager
1912100	1913960	un paquet de gâteaux
1913960	1915640	ils sont tous pétés
1915640	1917100	ils sont tous cassés
1917100	1918740	c'est dans un truc en plastique
1918740	1919820	les gâteaux ont eu chaud
1919820	1920700	déjà les gâteaux
1920700	1921580	je ne sais pas ce que c'est
1921580	1921820	ok
1921820	1923020	c'est un mélange
1923020	1923880	entre des pépitos
1923880	1924640	mais très large
1924640	1925940	des sortes de mini roues
1925940	1927920	ça ne va pas
1927920	1928460	ça ne va pas
1928460	1929160	il y a des gâteaux
1929160	1930060	déjà de base
1930060	1930220	ils ne vont pas
